Date,MV,SV,VAR,DIA
2011-05-23,1942103.4798575602,1941737.0021233514,1993783.7281812036,1647152.9537271636
2011-05-24,1927696.1047916925,1927321.0636420543,1978581.0134745212,1644219.229230564
2011-05-25,1936710.928677494,1936312.1696401255,1989123.6950505744,1648886.5182024273
2011-05-26,1933165.9154603118,1932773.984105815,1988710.6415129213,1650886.7849046541
2011-05-27,1941361.7915057463,1940992.6021510477,1997752.322779522,1656620.8827843715
2011-05-31,1962869.496162622,1962466.1375222802,2019765.4017114316,1673556.4741965597
2011-06-01,1930039.4555576788,1929692.0069202082,1979590.1133755264,1636218.1624216563
2011-06-02,1939794.0808949028,1939493.0850258707,1991078.3849183854,1630884.1178823845
2011-06-03,1924746.795566352,1924466.52912266,1973939.9227602687,1617815.7087611682
2011-06-06,1912277.4528640243,1912006.8765820484,1960623.0777963533,1609947.9930657423
2011-06-07,1905866.7000988903,1905613.5320479292,1955997.398267406,1606747.566342179
2011-06-08,1904868.2480425735,1904644.1440675633,1951554.678933429,1604213.895186025
2011-06-09,1932620.126156879,1932483.6771417481,1982607.9312894025,1615148.6864915325
2011-06-10,1899865.872817546,1899745.3955681624,1946940.0441103766,1591812.2416322178
2011-06-13,1899098.7441402548,1898961.1979733345,1944494.3805249617,1593012.4016535538
2011-06-14,1924304.9002768602,1924092.3906611789,1971686.5465420738,1609547.9397252968
2011-06-15,1904454.9166228524,1904294.5699505613,1948218.8473317397,1585278.0370716096
2011-06-16,1911401.5843393577,1911229.73645402,1955429.0167582352,1593945.8594479265
2011-06-17,1916540.5747432893,1916399.8572791643,1962356.7083684267,1596746.2328310441
2011-06-20,1933234.5876681795,1933149.7819299675,1984943.0187816245,1607414.321909588
2011-06-21,1954211.1413798179,1954125.529666518,2010555.766143122,1621416.1888251768
2011-06-22,1937722.14035577,1937681.2966329132,1993118.2542823406,1611014.8019735967
2011-06-23,1931322.6639655873,1931202.5616602802,1986881.2754923885,1604480.5974129885
2011-06-24,1914232.9872669019,1914119.1222748314,1968156.8728450018,1589545.2727030271
2011-06-27,1930263.357700188,1930150.137071938,1986171.6882115568,1602880.384051207
2011-06-28,1960440.0720543086,1960339.6134456436,2020204.7199896856,1621682.8910521404
2011-06-29,1961241.8650720685,1961136.5391898977,2019109.1914282728,1632884.3845846115
2011-06-30,1975117.8903413615,1974977.5415043621,2038761.1778684931,1651286.8382450994
2011-07-01,2011404.1882890644,2011300.3164075254,2076281.4384476678,1674623.2831044141
2011-07-05,2012873.7505266676,2012755.3373900494,2075511.5478059317,1673423.1230830778
2011-07-06,2024738.167337788,2024619.5966734951,2089996.160605853,1681424.1898919859
2011-07-07,2034574.6004843542,2034383.3170241273,2100245.3114741207,1694892.6523536472
2011-07-08,2022165.9422599876,2021971.9131464588,2086237.510121069,1685424.7232964397
2011-07-11,1994649.0029153435,1994460.9771898543,2056314.4999241526,1666222.1629550608
2011-07-12,1988466.9127173007,1988329.1726685585,2049042.6318794535,1657954.3939191892
2011-07-13,2000428.3773083417,2000297.2416246869,2062746.7435043256,1664221.8962528338
2011-07-14,2002914.9841413526,2002843.7258627585,2062766.97664369,1656354.1805574077
2011-07-15,2007228.4843039026,2007122.9134708943,2068951.8427216425,1661021.4695292707
2011-07-18,2001784.1506999976,2001688.544955468,2059222.287657807,1648486.4648619818
2011-07-19,2011828.0509459863,2011684.0065692205,2072576.5746614414,1675290.038671823
2011-07-20,2023333.7321703923,2023114.472967004,2080353.644288113,1673023.0697426323
2011-07-21,2038636.001569711,2038417.2640270023,2097320.0290407576,1693959.1945592747
2011-07-22,2045211.559901297,2045026.8052862494,2091252.8425285553,1688225.0966795573
2011-07-25,2030269.7037340985,2030037.3934403579,2077324.6036298631,1677023.6031470865
2011-07-26,2020521.1900150839,2020300.4703258208,2065425.434584085,1664621.9495932793
2011-07-27,1984903.7264932345,1984663.4728007577,2023597.5368405036,1638085.0780104015
2011-07-28,1978530.5104452004,1978308.485232477,2015988.121535171,1630617.4156554209
2011-07-29,1968711.71379702,1968487.196281317,2004441.7502486203,1615282.0376050142
2011-08-01,1960108.952212097,1959845.698370509,1995596.385492812,1615015.3353780506
2011-08-02,1917836.9958554618,1917643.7207238826,1949516.9710407213,1579677.2903053742
2011-08-03,1922967.14513725,1922774.8481755024,1952407.6725676393,1584211.2281637553
2011-08-04,1849443.1511088081,1849307.2124367473,1871079.043158084,1516335.5114015203
2011-08-05,1862341.9776622609,1862322.636718201,1885461.6760774655,1523536.4715295373
2011-08-08,1759964.7872199588,1759953.2191780119,1774507.3459683398,1441125.4833977865
2011-08-09,1849513.231559582,1849497.2312891008,1865318.1972163182,1498466.4621949594
2011-08-10,1769689.5864974922,1769715.3347574796,1781289.9309423098,1429123.8831844248
2011-08-11,1834338.2442326178,1834381.6199227255,1850812.1191004743,1483531.1374849982
2011-08-12,1861537.5379582043,1861526.7501144325,1879549.0463719203,1504200.5600746768
2011-08-15,1889353.549302538,1889323.6135968985,1909666.0816186706,1531004.1338845182
2011-08-16,1876967.425028418,1876844.5124905102,1894313.4241218618,1521269.502600347
2011-08-17,1877581.6707506492,1877453.2259869727,1891019.4816062546,1523669.8226430193
2011-08-18,1817385.8822309352,1817320.3893755756,1827173.0095613142,1467795.706094146
2011-08-19,1802321.715564884,1802318.5320910488,1805689.469443878,1438991.8655820778
2011-08-22,1811617.2738598692,1811591.3086904178,1813956.8252481038,1444192.5590078677
2011-08-23,1867290.7936975826,1867224.7698252893,1869734.5835488634,1485131.3508467798
2011-08-24,1892074.3379140787,1891976.7821191344,1897970.0191782627,1506200.8267769038
2011-08-25,1862666.9798440314,1862546.8096943824,1865752.6062390183,1483664.48859848
2011-08-26,1891619.79975499,1891473.5114932116,1895500.6096282576,1502867.0489398588
2011-08-29,1928686.7950905745,1928566.679353177,1936632.134400554,1535404.7206294173
2011-08-30,1941043.4492013676,1940940.8302175868,1951859.3995764377,1538205.094012535
2011-08-31,1944339.4536142095,1944254.445618365,1959177.026433311,1546206.160821443
2011-09-01,1926441.3387934996,1926378.2251879282,1937829.7915351097,1531804.240565409
2011-09-02,1884402.724308788,1884348.0069282881,1892231.2044859387,1497266.3021736233
2011-09-06,1883423.9850729485,1883389.09113971,1890629.5884724364,1482997.7330310708
2011-09-07,1920527.435204785,1920477.561234883,1932568.6807999227,1519402.5870116015
2011-09-08,1905548.378666907,1905541.9021744845,1916966.7552131095,1505134.0178690495
2011-09-09,1849429.3624475105,1849352.8586839004,1859776.022163564,1464461.928257101
2011-09-12,1866648.0330227036,1866569.7075978846,1876065.1853026296,1473663.1550873453
2011-09-13,1888027.4529517193,1887978.9855442608,1899932.3291117009,1479130.5507400988
2011-09-14,1904993.8638796085,1904917.4635350145,1917758.2474561848,1498866.515535405
2011-09-15,1941543.3151430383,1941493.3639817531,1955573.1658677058,1523669.8226430193
2011-09-16,1953878.4723030874,1953773.7430463415,1964350.099097645,1531670.889451927
2011-09-19,1947189.5809791437,1947060.399852312,1952373.0597029668,1516468.862515002
2011-09-20,1946774.9797100099,1946625.462590134,1949908.6414525951,1518602.4803307108
2011-09-21,1895940.0045202926,1895776.3550909702,1892070.5718369344,1479530.6040805443
2011-09-22,1845038.3537311251,1844909.0795443258,1834881.429356988,1427790.3720496066
2011-09-23,1860777.7703912589,1860623.530790552,1848923.672435985,1432857.7143619151
2011-09-26,1901755.2637395533,1901638.2064490148,1892588.0520704107,1470062.6750233364
2011-09-27,1916192.144610352,1916121.7722739836,1909349.3091431602,1489665.2887051606
2011-09-28,1876055.6468129528,1875914.0550002737,1866607.475569186,1464595.279370583
2011-09-29,1872887.5985430835,1872722.0240981267,1863791.439782566,1485264.7019602614
2011-09-30,1844351.9537603133,1844264.903679142,1834121.930804572,1452593.6791572212
2011-10-03,1781358.4893905842,1781223.4938981961,1767483.3007632322,1418322.442992399
2011-10-04,1790039.030442046,1789851.873777601,1781857.7384856686,1436458.1944259235
2011-10-05,1812290.522878687,1812113.2178074026,1809236.1733606635,1457260.968129084
2011-10-06,1836062.0606525014,1835874.8754090955,1837566.4999876958,1481397.5196692895
2011-10-07,1830510.8991331307,1830311.4949846796,1831113.6730521985,1480464.0618749168
2011-10-10,1886910.1973162955,1886678.9069012753,1889008.6538672545,1523003.0670756102
2011-10-11,1901243.8035339848,1900996.1956065644,1902071.7276136067,1520336.0448059742
2011-10-12,1901847.9710147544,1901568.8150897897,1904617.754823067,1533404.4539271903
2011-10-13,1908375.4060823352,1908130.2897844624,1909166.758566411,1529003.867182291
2011-10-14,1936547.733583795,1936271.838635806,1938140.721236365,1551406.8542472331
2011-10-17,1904932.2551910158,1904667.243057412,1904029.037456578,1518869.1825576746
2011-10-18,1916812.6373316385,1916415.603089606,1919157.6039944408,1540338.711828244
2011-10-19,1902216.9135412306,1901948.0730190943,1909965.6545664875,1532871.0494732633
2011-10-20,1901039.107783876,1900779.8509801524,1911448.582909716,1537938.3917855716
2011-10-21,1945802.3456103404,1945556.9237622628,1958399.2360548275,1571542.8723829845
2011-10-24,1974551.914840784,1974339.4961123106,1992699.996661988,1585278.0370716096
2011-10-25,1950520.415158671,1950367.1223835226,1966239.6799914406,1557407.654353914
2011-10-26,1968030.3319670202,1967801.8077309008,1983535.6336622962,1579010.534737965
2011-10-27,2003252.4407373632,2003007.2354506396,2025708.9464294722,1625550.0733431126
2011-10-28,2001865.4297969765,2001669.472599659,2023848.1209370852,1627416.9889318577
2011-10-31,1973555.6029001465,1973366.5789216547,1991339.8432139894,1591412.1882917725
2011-11-01,1926417.0410814101,1926218.9789404352,1941639.0255151163,1551940.2587011603
2011-11-02,1942971.5956973152,1942747.9905965347,1960418.8066997796,1575276.7035604748
2011-11-03,1961849.8753872954,1961563.9742196214,1981286.6057985192,1602747.032937725
2011-11-04,1955413.3488815667,1955131.597672064,1972733.387243985,1594879.317242299
2011-11-07,1956848.299882416,1956497.5948346313,1974344.4251482585,1606214.161888252
2011-11-08,1978699.7930705552,1978339.5718153762,1997520.9736627012,1621416.1888251768
2011-11-09,1931150.090991188,1930826.4060981208,1945343.1018577532,1569409.2545672758
2011-11-10,1938087.9586699414,1937822.3727810257,1956385.9612145599,1585411.3881850915
2011-11-11,1975281.3351602305,1975015.7318453405,1999941.8271163271,1620616.082144286
2011-11-14,1967636.9326784266,1967338.338544555,1993688.8545165984,1609681.2908387785
2011-11-15,1973765.7374517703,1973436.2310367634,1998682.8008491313,1611814.9086544875
2011-11-16,1938658.237469339,1938285.691646965,1962304.4385423025,1588211.7615682092
2011-11-17,1918080.778329872,1917710.0236347134,1939292.0827474755,1571276.170156021
2011-11-18,1924601.5491330246,1924205.8826141534,1944487.555318693,1569942.659021203
2011-11-21,1898457.9071299562,1898136.309890695,1914796.6397182292,1535671.422856381
2011-11-22,1899020.5226674143,1898700.9710236592,1910846.1784257304,1530070.6760901455
2011-11-23,1864513.3150162888,1864233.1508188082,1874936.0972272062,1497933.0577410322
2011-11-25,1861995.0223561572,1861714.661157634,1870956.8250462427,1495399.3865848782
2011-11-28,1913670.4558235263,1913365.5550888074,1927403.8370115208,1534871.3161754902
2011-11-29,1919266.6208551144,1918908.0000903548,1933396.0641170177,1541005.467395653
2011-11-30,1998459.0000452856,1998172.9798824175,2022865.4101118578,1602747.032937725
2011-12-01,2002474.4138003455,2002104.7627455476,2021338.2950618768,1601946.9262568343
2011-12-02,1998935.0432172932,1998494.9197248654,2015864.1186449134,1601013.4684624618
2011-12-05,2001088.0609830162,2000621.2422248423,2020388.2102009389,1612881.7175623418
2011-12-06,2002626.9495660749,2002174.2623914264,2021243.3451538857,1618749.1665555409
2011-12-07,2012948.9461183182,2012535.5262934265,2031260.4300997336,1627817.042272303
2011-12-08,1996346.0084551703,1995933.444776235,2007923.5989325277,1599413.2551006803
2011-12-09,2027073.4029656965,2026662.645818492,2042193.1173334066,1623949.859981331
2011-12-12,2007981.5175507,2007567.4039143627,2017237.9997087303,1603413.7885051342
2011-12-13,1994906.2177556439,1994501.1064012474,2002365.6702089182,1593679.157220963
2011-12-14,1972884.8236770062,1972517.777946649,1976565.725873305,1577810.3747166288
2011-12-15,1988737.3140964794,1988393.9626981455,1993331.6164280963,1584344.5792772372
2011-12-16,1992958.4027339201,1992558.0578871085,1997953.958343881,1576476.863581811
2011-12-19,1986311.7775247223,1985924.4977806096,1990833.1216694578,1565008.6678223764
2011-12-20,2034758.026096356,2034272.2085448306,2042466.3018700846,1609281.2374983334
2011-12-21,2044180.778004518,2043688.1575950834,2049556.3169487787,1611014.8019735967
2011-12-22,2052441.8047626158,2051952.4220132928,2058876.0932922596,1620616.082144286
2011-12-23,2073930.3965168828,2073482.1820577325,2079460.1135673306,1635284.7046272836
2011-12-27,2077782.1842293001,2077314.0596036105,2080923.2638061293,1635818.109081211
2011-12-28,2053902.7990428002,2053452.5758471834,2054626.7153328613,1616882.2509667957
2011-12-29,2074263.6813716213,2073807.4068585078,2075632.5704836245,1633817.842378984
2011-12-30,2063333.6266198792,2062861.6468246216,2065110.6380086353,1624883.3177757035
2012-01-03,2079258.0475684896,2078769.0540396143,2089162.1775505187,1648619.8159754635
2012-01-04,2091016.9555276455,2090517.4026428952,2104022.7920374777,1653153.7538338446
2012-01-05,2097276.7242065347,2096782.079661921,2111318.52135635,1652887.0516068812
2012-01-06,2105204.1676977663,2104694.1725933906,2118473.609460552,1647286.3048406455
2012-01-09,2104590.6761885434,2104058.0000444837,2120607.4525542716,1649019.8693159088
2012-01-10,2113295.46432774,2112743.7696213764,2133616.3443849403,1658621.1494865983
2012-01-11,2113958.7888992205,2113437.0546346996,2133882.446848002,1657420.9894652623
2012-01-12,2122735.888100728,2122217.4036369193,2146086.147747628,1660621.4161888254
2012-01-13,2116543.7205245174,2116033.6810178575,2141705.230793518,1655687.4249899988
2012-01-17,2133448.6444717296,2132936.48370563,2158645.692988061,1661821.5762101614
2012-01-18,2147417.956525595,2146868.1449267585,2172766.056681696,1675156.6875583413
2012-01-19,2135802.78355099,2135154.687173604,2162942.5626152917,1682490.9987998402
2012-01-20,2133722.050917134,2133154.531970724,2166251.435430453,1693025.736764902
2012-01-23,2135628.4166751863,2135020.1180844307,2168663.0230918135,1691025.4700626752
2012-01-24,2108481.2601336874,2107817.666936755,2144529.263112678,1685958.127750367
2012-01-25,2139990.503293804,2139253.1374706305,2173366.8295882265,1696892.9190558742
2012-01-26,2131689.205602065,2130945.951097,2168695.311512565,1694359.2478997202
2012-01-27,2132799.825197611,2132085.579116036,2169774.925928825,1686224.8299773305
2012-01-30,2133854.223577732,2133144.4400824844,2168916.2187559926,1683291.105480731
2012-01-31,2141886.139205923,2141220.495381059,2172819.1966210203,1681157.487665022
2012-02-01,2158735.667053791,2158095.023936278,2193490.7859738567,1692358.9811974932
2012-02-02,2151656.000473361,2150993.738118375,2185771.632830952,1691425.5234031207
2012-02-03,2162054.5934418505,2161306.7110778033,2198836.985380831,1711828.2437658357
2012-02-06,2158384.931912032,2157622.763871233,2194706.0137073672,1708494.4659287906
2012-02-07,2175882.697853898,2175147.0025098547,2210407.4910332775,1713695.1593545806
2012-02-08,2178651.6033630595,2177895.8227328504,2213264.90931835,1716362.1816242167
2012-02-09,2195997.5212441646,2195205.4497449924,2225141.339401354,1717028.9371916256
2012-02-10,2189047.3520017816,2188267.3399610743,2216793.87161008,1704893.985864782
2012-02-13,2206172.811395982,2205363.757042058,2235611.6200933154,1714761.9682624352
2012-02-14,2220136.1571509633,2219312.127016627,2248064.2684797556,1715695.4260568076
2012-02-15,2202332.929032547,2201553.673730362,2230759.278689507,1705027.336978264
2012-02-16,2216003.0495331613,2215219.9240646544,2248359.0265795635,1721162.8217095614
2012-02-17,2219372.0645225537,2218555.0974784456,2251104.2288309857,1723296.4395252701
2012-02-21,2237235.8861959446,2236392.2818563054,2268002.2077962644,1724896.6528870517
2012-02-22,2237606.568025549,2236775.3654718967,2269307.9941753666,1722096.2795039339
2012-02-23,2241026.51740936,2240155.077832647,2272327.3515924457,1727963.7284971334
2012-02-24,2247914.8331728294,2247031.428749736,2278806.767555931,1728497.1329510603
2012-02-27,2247237.930935649,2246365.3391487645,2277332.7957506203,1729030.5374049875
2012-02-28,2254715.210309984,2253803.190224481,2284625.9828189113,1731697.5596746237
2012-02-29,2253124.9444015925,2252162.5439377367,2278483.828744145,1724096.546206161
2012-03-01,2253089.494113215,2252130.6044255034,2278582.1884594983,1727830.3773836512
2012-03-02,2250779.28354086,2249818.275400945,2273825.030862113,1727563.6751566879
2012-03-05,2231247.1184347942,2230306.525599593,2252048.352749212,1725830.1106814242
2012-03-06,2206785.0146733304,2205896.561718398,2221322.634908856,1699559.9413255102
2012-03-07,2216432.731064896,2215481.62558465,2234822.4080274673,1709961.3281770903
2012-03-08,2227121.377259053,2226111.184756967,2250474.631655005,1719162.5550073343
2012-03-09,2227631.443120031,2226618.704242837,2251102.391382072,1722229.6306174158
2012-03-12,2226198.1864292,2225098.5921304836,2245504.1639843015,1726363.5151353516
2012-03-13,2253623.106869799,2252463.182496437,2278061.1578646544,1755967.4623283106
2012-03-14,2274950.9860975174,2273711.6392778484,2291338.71119335,1758634.4845979465
2012-03-15,2279308.526018415,2278103.5930794263,2298052.10209701,1765702.0936124818
2012-03-16,2274753.5818376844,2273553.049008771,2293645.055967505,1760901.4535271372
2012-03-19,2291745.5253415373,2290532.2892581383,2305696.6627925937,1761168.1557541005
2012-03-20,2274947.0757004055,2273627.7364391345,2282031.2677267417,1751966.9289238567
2012-03-21,2256181.0667108186,2254799.4218215295,2261987.3610116723,1746766.2354980668
2012-03-22,2239506.1994569055,2238131.714387935,2244067.9740059213,1735831.444192559
2012-03-23,2237244.4458377175,2235881.184506248,2245022.943097911,1741565.5420722764
2012-03-26,2273278.3946349598,2271915.802838337,2280100.1706536077,1761434.8579810644
2012-03-27,2280866.290446192,2279513.6778241815,2284838.4862786615,1755834.1112148287
2012-03-28,2273363.375705724,2272007.0888291765,2269413.852137343,1746632.8843845846
2012-03-29,2298061.12403468,2296851.124339315,2300174.4700465044,1748633.1510868117
2012-03-30,2304823.681148769,2303661.2214088007,2310766.457593762,1757567.6756900924
2012-04-02,2325892.7303142715,2324693.2595966468,2327229.126338084,1764235.2313641822
2012-04-03,2334808.077846572,2333605.713823793,2329988.6554423803,1755834.1112148287
2012-04-04,2313102.3501991695,2311893.9738371386,2310344.6875233604,1740365.38205094
2012-04-05,2323873.5128392186,2322612.5476779775,2317566.507646426,1738765.1686891585
2012-04-09,2307808.011722373,2306522.2684462946,2295586.2337602186,1721829.5772769705
2012-04-10,2274512.3520107116,2273295.611564411,2259352.2247147495,1693692.492332311
2012-04-11,2288386.886709142,2287164.720265392,2274716.284812781,1704893.985864782
2012-04-12,2301181.8390118806,2299907.238361847,2298599.8313858784,1729830.6440858783
2012-04-13,2276041.370566375,2274776.8462781454,2277513.1673024218,1712228.2971062812
2012-04-16,2255629.103841735,2254374.895983939,2266535.56690433,1721162.8217095614
2012-04-17,2296642.8900461127,2295307.8089050674,2302109.7093277676,1746099.4799306574
2012-04-18,2287788.5417950703,2286445.194472546,2293235.567199676,1735564.7419655956
2012-04-19,2267911.932428443,2266668.2092548595,2278958.616598569,1727430.3240432057
2012-04-20,2274910.3792782268,2273752.8923226832,2293120.827851964,1733297.7730364047
2012-04-23,2258855.5816031564,2257697.0417171894,2277099.785218212,1720496.0661421525
2012-04-24,2249296.657359623,2248129.411379866,2273691.867575107,1729830.6440858783
2012-04-25,2291481.7304497114,2290062.3881369918,2293346.1192534287,1742098.9465262035
2012-04-26,2293402.0246662023,2291996.8680553376,2296131.396089147,1758234.431257501
2012-04-27,2294067.7142824167,2292685.4032815783,2295549.9208072973,1760234.697959728
2012-04-30,2260346.9451386137,2258968.5459482926,2263102.5572231403,1757567.6756900924
2012-05-01,2267553.792561547,2266177.598000776,2270777.693322375,1767302.3069742634
2012-05-02,2269540.2007610886,2268119.2197276177,2271611.0353245568,1765568.7424990002
2012-05-03,2251315.5265523493,2249876.3024754366,2250766.930604832,1757701.026803574
2012-05-04,2214516.8843005514,2213102.233498522,2213407.6074162642,1734764.6352847049
2012-05-07,2218226.8699989635,2216844.8578118957,2213222.611062489,1731430.8574476598
2012-05-08,2208798.8782568267,2207467.509993213,2204915.871756551,1721296.1728230433
2012-05-09,2187712.1866053296,2186377.537576348,2185702.802543256,1711428.1904253901
2012-05-10,2188897.4464596384,2187538.9924409506,2186448.058289714,1712761.701560208
2012-05-11,2183980.828220993,2182651.9594332934,2183655.750056805,1709294.5726096814
2012-05-14,2164649.744302019,2163350.820422313,2163123.720767538,1692892.3856514203
2012-05-15,2155532.294330739,2154312.0968488585,2151848.803822083,1684357.9143885854
2012-05-16,2150386.9502384462,2149186.2302987035,2146300.396268756,1682624.349913322
2012-05-17,2112914.9813645827,2111875.1541264257,2108168.6039161882,1661154.8206427523
2012-05-18,2104511.2918699426,2103454.190477371,2099254.0734089604,1644352.580344046
2012-05-21,2163201.004668032,2162069.3934560884,2153585.415615153,1664355.2473663157
2012-05-22,2160173.031406563,2159033.641698901,2150769.104328561,1664621.9495932793
2012-05-23,2169141.805351862,2167929.662025115,2154548.017144134,1663021.7362314975
2012-05-24,2171926.618477289,2170710.692812885,2157904.4763647784,1668489.1318842515
2012-05-25,2157340.37229088,2156153.406933275,2143247.5410695565,1657020.9361248168
2012-05-29,2171968.1693501035,2170733.0373963965,2161027.925271243,1674889.9853313775
2012-05-30,2161776.3530078004,2160524.921955529,2146190.6092670173,1653420.4560608082
2012-05-31,2149120.5712392493,2147856.6256403346,2129242.7809920064,1649553.2737698362
2012-06-01,2100749.4552755356,2099576.131306394,2083125.0035947976,1613681.8242432326
2012-06-04,2097981.118298327,2096740.0526737615,2076117.8585133294,1610614.7486331512
2012-06-05,2110636.7054977478,2109443.0075392956,2090038.0497893726,1614748.633151087
2012-06-06,2155315.9984502,2154079.176471474,2138975.832233453,1652620.3493799176
2012-06-07,2156866.7585284533,2155556.296141923,2140935.9442288163,1660488.0650753435
2012-06-08,2168703.427070712,2167332.8143864307,2153530.4855894595,1672623.0164021873
2012-06-11,2143023.0871074637,2141672.8539194595,2125068.31658312,1653287.1049473265
2012-06-12,2170365.759196897,2168946.955135007,2153407.535116054,1674756.6342178958
2012-06-13,2168360.0665890523,2167054.5344010512,2148674.8767862273,1665422.05627417
2012-06-14,2193839.2132465737,2192561.692809499,2175551.2948023477,1685158.0210694761
2012-06-15,2201150.3386446056,2199888.1135772094,2184470.40000873,1698093.0790772105
2012-06-18,2211890.363388909,2210594.3724533813,2192063.6496134805,1695292.7056940927
2012-06-19,2225523.7142521697,2224199.948874561,2211859.1405523894,1707694.3592478998
2012-06-20,2209491.4931028713,2208146.44051269,2194473.3613533154,1706360.8481130819
2012-06-21,2173748.30229448,2172466.296804697,2155779.145467225,1672756.367515669
2012-06-22,2189494.0458248006,2188185.571293922,2171640.7293134015,1683291.105480731
2012-06-25,2160248.2024704013,2158959.0823773933,2138241.001384748,1663688.4917989068
2012-06-26,2175942.6075448953,2174690.2460534372,2153169.667287856,1667955.727430324
2012-06-27,2183391.770572618,2182140.6877471944,2160405.528216291,1680357.3809841315
2012-06-28,2182102.3418028774,2180875.289510027,2160673.9171321206,1677557.0076010136
2012-06-29,2204130.10749341,2202711.9929466937,2182715.9877865757,1712895.0526736898
2012-07-02,2183064.9463989097,2181551.0655759554,2157298.234412822,1711694.892652354
2012-07-03,2188912.4992250833,2187401.569972812,2163116.894191257,1722096.2795039339
2012-07-05,2208107.959662976,2206582.998616842,2179020.248063606,1717295.6394185892
2012-07-06,2199649.1204631445,2198146.4869602467,2166301.0983843463,1701160.1546872917
2012-07-09,2206972.8908731015,2205451.1438514823,2168497.5632630778,1696759.5679423923
2012-07-10,2193897.834794637,2192387.042017247,2150393.8938685115,1684891.3188425123
2012-07-11,2183369.9028137918,2181936.521622357,2140566.7304886947,1679023.8698493133
2012-07-12,2179678.2109510535,2178231.0320836026,2132484.0950805307,1674489.9319909322
2012-07-13,2207600.9268532847,2206116.2275820095,2163842.7343877284,1701826.9102547008
2012-07-16,2200439.09326608,2198976.387511721,2156326.9855762413,1695159.354580611
2012-07-17,2213976.217310218,2212591.750754556,2172128.096842984,1704493.9325243367
2012-07-18,2224208.6637606476,2222825.861768359,2186172.6538752266,1719695.9594612618
2012-07-19,2223252.285042155,2221776.507731872,2182175.0094705564,1724496.5995466062
2012-07-20,2204503.260362402,2203076.5143043296,2163419.8711043634,1707427.6570209363
2012-07-23,2178089.8745733043,2176592.3603054155,2139217.0989404377,1692358.9811974932
2012-07-24,2168890.6409930824,2167404.6207179944,2131450.1385226664,1678357.1142819044
2012-07-25,2139251.8460529693,2137717.751350128,2107140.7437173845,1687024.9366582213
2012-07-26,2152059.9637251403,2150422.895225804,2120425.3228409616,1714628.6171489535
2012-07-27,2184598.062676831,2182950.3915817407,2157213.5570301795,1740765.4353913856
2012-07-30,2189215.1667200224,2187579.1531541636,2157374.218614149,1738898.5198026407
2012-07-31,2172940.621934859,2171245.228999413,2133790.1594262705,1729430.5907454328
2012-08-01,2164437.025212516,2162804.749587394,2124598.002462805,1726230.1640218697
2012-08-02,2159037.956567215,2157426.844146782,2119249.7486137007,1714095.212695026
2012-08-03,2181626.8308108617,2179953.7972860914,2144951.0763761937,1743299.1065475396
2012-08-06,2183395.446867157,2181694.490621105,2147073.041101404,1745566.0754767305
2012-08-07,2197131.4420869737,2195423.3959735353,2164079.243412139,1751966.9289238567
2012-08-08,2191489.0988744046,2189744.5426923865,2160981.060202148,1754233.8978530474
2012-08-09,2184576.845611121,2182784.2700002086,2156913.080086896,1754500.6000800107
2012-08-10,2191373.817990284,2189598.039966297,2163293.023568777,1759301.2401653556
2012-08-13,2158976.015897651,2157092.464876893,2134751.790003783,1755167.3556474198
2012-08-14,2160495.636300844,2158516.659118742,2134624.5957504665,1755700.760101347
2012-08-15,2162675.00171642,2160722.7512539933,2138046.096021896,1756500.8667822378
2012-08-16,2172721.5015981314,2170675.8067247854,2151854.8906506454,1767835.7114281906
2012-08-17,2180793.697216197,2178672.8641714533,2158917.8227435797,1765835.4447259635
2012-08-20,2197254.1146374624,2195112.843760509,2170080.952299159,1765302.0402720363
2012-08-21,2191796.71757828,2189718.0714358133,2166732.0084658004,1757167.6223496469
2012-08-22,2200332.9968235344,2198225.8205737723,2168938.1088195825,1753167.0889451928
2012-08-23,2183029.1760331183,2180982.3780739782,2152195.5690815914,1738631.8175756768
2012-08-24,2192273.9820562135,2190205.1828167737,2160942.0126884035,1751966.9289238567
2012-08-27,2206777.1340108346,2204706.342387454,2169978.8342005634,1747699.6932924392
2012-08-28,2200264.003531441,2198182.2667857436,2162863.375280787,1745032.6710228033
2012-08-29,2204102.1438821275,2202027.325469622,2166761.019084057,1745832.7777036938
2012-08-30,2186284.9635655195,2184240.907010208,2149202.215329345,1732497.666355514
2012-08-31,2193426.83765813,2191361.234970958,2157640.855926939,1745299.3732497666
2012-09-04,2192635.709051337,2190546.6128279897,2149032.794647804,1736631.5508734498
2012-09-05,2190532.0097180572,2188440.4132419745,2147487.957544425,1738498.4664621952
2012-09-06,2220533.519263002,2218405.7952751997,2180658.677064693,1771169.4892652354
2012-09-07,2231168.7326834686,2229061.9878727803,2193042.5488469875,1772769.702627017
2012-09-10,2201887.835462446,2199827.588491297,2165114.326902262,1766635.5514068543
2012-09-11,2195852.508643379,2193796.9251620704,2161459.5802731332,1774769.969329244
2012-09-12,2199708.696878692,2197611.878035224,2164134.319038578,1778503.8005067345
2012-09-13,2232600.4506763495,2230451.976616762,2196126.768150657,1805440.7254300574
2012-09-14,2245881.4261494563,2243661.643131595,2212638.5531674693,1811708.2277637022
2012-09-17,2248623.2648251196,2246443.751608252,2211971.4532304127,1807307.6410188028
2012-09-18,2265284.14494623,2263138.7426615423,2228437.260982548,1808374.4499266571
