"","Date","Close","AA","AAPL","AXP","BA","BAC","C","CAT","CSCO","CVX","DD","DIS","DWDP","GE","GM","GS","HD","HPE","IBM","INTC","JNJ","JPM","KO","KRFT","MCD","MMM","MRK","MSFT","NKE","PFE","PG","T","TRV","UNH","UTX","V","VZ","WBA","WMT","XOM","v.INDU","v.DIA","v.Divisor","AA.1","AAPL.1","AXP.1","BA.1","BAC.1","C.1","CAT.1","CSCO.1","CVX.1","DD.1","DIS.1","DWDP.1","GE.1","GM.1","GS.1","HD.1","HPE.1","IBM.1","INTC.1","JNJ.1","JPM.1","KO.1","KRFT.1","MCD.1","MMM.1","MRK.1","MSFT.1","NKE.1","PFE.1","PG.1","T.1","TRV.1","UNH.1","UTX.1","V.1","VZ.1","WBA.1","WMT.1","XOM.1","v.posrows"
"1134",2013-09-27,168.910004,NA,482.75,75.89,118.74,13.9,48.89,83.8,23.33,122.64,59.01,65.19,39.02,24.05,36.37,159.85,75.96,NA,186.92,22.98,86.73,52.24,38.4,52.88,97.12,120.22,47.79,33.27,73.64,28.88,77.21,33.98,85.41,71.99,109.36,193.05,47,54.51,74.36,86.9,15258.24,152.21,0.14748072,0,0,75.89,118.74,0,0,83.8,23.33,122.64,59.01,65.19,0,24.05,0,159.85,75.96,0,186.92,22.98,86.73,52.24,38.4,0,97.12,120.22,47.79,33.27,73.64,28.88,77.21,33.98,85.41,71.99,109.36,193.05,47,0,74.36,86.9,30
"1135",2013-09-30,168.009995,NA,476.75,75.52,117.5,13.8,48.51,83.4,23.431,121.5,58.56,64.49,38.4,23.89,35.97,158.21,75.85,NA,185.18,22.921,86.69,51.69,37.88,52.48,96.21,119.41,47.609,33.28,72.64,28.725,75.59,33.82,84.77,71.61,107.82,191.1,46.675,53.8,73.96,86.04,15129.67,151,0.14748072,0,0,75.52,117.5,0,0,83.4,23.431,121.5,58.56,64.49,0,23.89,0,158.21,75.85,0,185.18,22.921,86.69,51.69,37.88,0,96.21,119.41,47.609,33.28,72.64,28.725,75.59,33.82,84.77,71.61,107.82,191.1,46.675,0,73.96,86.04,30
"1136",2013-10-01,169.339996,NA,487.96,75.93,117.75,13.9,48.6,83.76,23.24,121.32,58.69,64.83,38.31,24.17,35.91,159,76.26,NA,186.38,22.83,87.47,51.96,37.95,52.96,96.13,119.62,48.74,33.58,72.42,28.89,76.16,34.06,84.66,72.58,107.38,193.22,46.99,56.24,73.59,86,15191.7,151.62,0.14748072,0,0,75.93,117.75,0,0,83.76,23.24,121.32,58.69,64.83,0,24.17,0,159,76.26,0,186.38,22.83,87.47,51.96,37.95,0,96.13,119.62,48.74,33.58,72.42,28.89,76.16,34.06,84.66,72.58,107.38,193.22,46.99,0,73.59,86,30
"1137",2013-10-02,169.179993,NA,489.56,74.58,117.84,14.06,48.71,84.07,23.32,120.83,58.99,64.88,38.7,24.33,35.94,158.67,76.32,NA,184.96,22.885,87.29,52.09,37.43,53.06,95.28,119.2,48.37,33.92,71.89,29.01,75.93,33.94,84.48,72.57,104.98,191.82,46.79,56.53,73.72,86.08,15133.14,150.98,0.14748072,0,0,74.58,117.84,0,0,84.07,23.32,120.83,58.99,64.88,0,24.33,0,158.67,76.32,0,184.96,22.885,87.29,52.09,37.43,0,95.28,119.2,48.37,33.92,71.89,29.01,75.93,33.94,84.48,72.57,104.98,191.82,46.79,0,73.72,86.08,30
"1138",2013-10-03,167.619995,NA,483.41,74.02,115.24,14,48.4,83.97,23.005,118.25,57.76,64.02,38.77,24.1,35.29,156.85,75.88,NA,183.86,22.6,86.58,51.94,37.16,52.46,94.67,118.55,48.36,33.86,71.64,28.77,75.84,33.64,84.06,72.52,103.69,188.65,47.01,55.96,73.16,85.5,14996.48,149.67,0.14748072,0,0,74.02,115.24,0,0,83.97,23.005,118.25,57.76,64.02,0,24.1,0,156.85,75.88,0,183.86,22.6,86.58,51.94,37.16,0,94.67,118.55,48.36,33.86,71.64,28.77,75.84,33.64,84.06,72.52,103.69,188.65,47.01,0,73.16,85.5,30
"1139",2013-10-04,168.889999,NA,483.03,74.31,117.2,14.05,49.14,84.2,23.02,118.13,58.65,65.3,39.99,24.05,35.7,156.55,75.78,NA,184.1,22.81,87.31,52.67,37.2,53.22,94.7,119.4,48.23,33.88,72.14,29,76.02,33.75,84.68,72.99,104.27,190.48,47.1,55.79,72.8,86.32,15072.58,150.43,0.14748072,0,0,74.31,117.2,0,0,84.2,23.02,118.13,58.65,65.3,0,24.05,0,156.55,75.78,0,184.1,22.81,87.31,52.67,37.2,0,94.7,119.4,48.23,33.88,72.14,29,76.02,33.75,84.68,72.99,104.27,190.48,47.1,0,72.8,86.32,30
"1140",2013-10-07,167.429993,NA,487.75,72.94,116.69,13.81,48.18,83.53,22.89,117.87,58.11,64.59,39.35,23.94,35.18,154.25,75.13,NA,182.01,22.83,86.59,51.83,37.05,53.85,94.36,118.69,47.89,33.3,71.34,28.62,75.65,34,84.09,72.17,104.03,186.33,47.29,55.19,71.87,85.9,14936.24,149,0.14748072,0,0,72.94,116.69,0,0,83.53,22.89,117.87,58.11,64.59,0,23.94,0,154.25,75.13,0,182.01,22.83,86.59,51.83,37.05,0,94.36,118.69,47.89,33.3,71.34,28.62,75.65,34,84.09,72.17,104.03,186.33,47.29,0,71.87,85.9,30
"1141",2013-10-08,165.479996,NA,480.94,72.22,115.44,13.69,47.67,82.85,22.635,116.73,57.07,64,38.52,23.67,34.21,153.05,74.27,NA,178.72,22.48,85.61,50.87,37.28,53.065,93.94,117.16,47.75,33.01,70.28,28.24,76.33,33.11,82.99,71.48,102.76,182.53,46.05,54.86,72.9,85.51,14776.53,147.53,0.14748072,0,0,72.22,115.44,0,0,82.85,22.635,116.73,57.07,64,0,23.67,0,153.05,74.27,0,178.72,22.48,85.61,50.87,37.28,0,93.94,117.16,47.75,33.01,70.28,28.24,76.33,33.11,82.99,71.48,102.76,182.53,46.05,0,72.9,85.51,30
"1142",2013-10-09,165.600006,NA,486.588,72.22,114.47,13.84,47.95,83.52,22.5,116.13,56.94,63.59,38.92,23.57,34.16,154.44,74.14,NA,181.32,22.59,85.96,50.75,37.08,51.88,93.27,117.57,47.27,33.07,70.89,28.29,76.95,33.75,82.35,71.38,102.84,183.85,46.2,55.01,73,85.16,14802.98,147.78,0.14748072,0,0,72.22,114.47,0,0,83.52,22.5,116.13,56.94,63.59,0,23.57,0,154.44,74.14,0,181.32,22.59,85.96,50.75,37.08,0,93.27,117.57,47.27,33.07,70.89,28.29,76.95,33.75,82.35,71.38,102.84,183.85,46.2,0,73,85.16,30
"1143",2013-10-10,169.169998,NA,489.638,74.66,118.9,14.23,49.27,84.73,23.01,116.38,58.29,65.58,40.4,24.25,34.85,158.01,75.51,NA,184.77,23.1,87.78,52.52,37.78,52.57,94.44,119.34,47.49,33.76,73.44,28.77,77.89,34.15,84.17,73.98,105.92,189.03,46.86,56,74.79,86.04,15126.07,150.96,0.14748072,0,0,74.66,118.9,0,0,84.73,23.01,116.38,58.29,65.58,0,24.25,0,158.01,75.51,0,184.77,23.1,87.78,52.52,37.78,0,94.44,119.34,47.49,33.76,73.44,28.77,77.89,34.15,84.17,73.98,105.92,189.03,46.86,0,74.79,86.04,30
"1144",2013-10-11,170.259995,NA,492.812,75.4,117.98,14.19,49.22,85.61,23.28,117.67,57.93,66.21,41.07,24.4,35.35,160,76.32,NA,186.16,23.255,89.45,52.51,37.77,52.34,94.74,120.72,47.29,34.13,73.46,28.72,78.48,34.2,84.66,74.27,107.01,192.2,47.09,55.96,74.82,86.95,15237.11,152.17,0.14748072,0,0,75.4,117.98,0,0,85.61,23.28,117.67,57.93,66.21,0,24.4,0,160,76.32,0,186.16,23.255,89.45,52.51,37.77,0,94.74,120.72,47.29,34.13,73.46,28.72,78.48,34.2,84.66,74.27,107.01,192.2,47.09,0,74.82,86.95,30
"1145",2013-10-14,170.940002,NA,496.04,76.07,119.46,14.35,49.6,86.24,23.34,118.58,58.36,66.83,40.82,24.38,35.33,159.46,76.35,NA,186.97,23.45,89.8,52.71,37.91,52.36,94.72,121.4,46.75,34.45,74.06,29.35,78.74,33.92,85.2,74.72,106.9,193.44,46.81,56.7,74.68,87.6,15301.26,152.8,0.14748072,0,0,76.07,119.46,0,0,86.24,23.34,118.58,58.36,66.83,0,24.38,0,159.46,76.35,0,186.97,23.45,89.8,52.71,37.91,0,94.72,121.4,46.75,34.45,74.06,29.35,78.74,33.92,85.2,74.72,106.9,193.44,46.81,0,74.68,87.6,30
"1146",2013-10-15,169.699997,NA,498.68,75.25,118.18,14.24,48.86,85.75,23.18,118.15,58.14,66.44,40.43,24.19,34.7,157.63,75.18,NA,184.66,23.39,89.93,52.31,37.66,52.11,93.8,119.82,46.57,34.49,73.71,29.16,77.6,33.71,84.48,73.87,105.8,191.37,46.32,56.3,74.37,86.79,15168.01,151.34,0.14748072,0,0,75.25,118.18,0,0,85.75,23.18,118.15,58.14,66.44,0,24.19,0,157.63,75.18,0,184.66,23.39,89.93,52.31,37.66,0,93.8,119.82,46.57,34.49,73.71,29.16,77.6,33.71,84.48,73.87,105.8,191.37,46.32,0,74.37,86.79,30
"1147",2013-10-16,172.070007,NA,501.114,76.32,120.34,14.56,50.84,86.27,22.995,119.16,59.06,66.35,41.13,24.36,35.13,162.25,74.94,NA,186.73,23.695,91.11,54,38,53.06,95.22,120.94,47.17,34.64,74.52,29.8,78.34,34.2,86.08,75.19,106.43,195.63,47.25,57.59,75.6,87.31,15373.83,153.52,0.14748072,0,0,76.32,120.34,0,0,86.27,22.995,119.16,59.06,66.35,0,24.36,0,162.25,74.94,0,186.73,23.695,91.11,54,38,0,95.22,120.94,47.17,34.64,74.52,29.8,78.34,34.2,86.08,75.19,106.43,195.63,47.25,0,75.6,87.31,30
"1148",2013-10-17,173.220001,NA,504.5,80.23,122.29,14.66,51.12,85.85,22.781,119.521,59.64,66.42,41.39,24.68,35.66,158.32,75.74,NA,174.83,23.92,91.97,54.21,38.55,53.78,95.47,122.62,47.11,34.92,74.54,30.26,79.42,34.44,86.02,71.37,108.02,198.28,48.9,58.76,75.78,87.48,15371.65,153.48,0.14748072,0,0,80.23,122.29,0,0,85.85,22.781,119.521,59.64,66.42,0,24.68,0,158.32,75.74,0,174.83,23.92,91.97,54.21,38.55,0,95.47,122.62,47.11,34.92,74.54,30.26,79.42,34.44,86.02,71.37,108.02,198.28,48.9,0,75.78,87.48,30
"1149",2013-10-18,174.389999,NA,508.89,80.52,122.52,14.63,51.15,87.34,22.961,119.65,59.62,67.15,41.31,25.55,35.89,158.69,74.69,NA,173.78,23.875,91.63,54.3,38.78,53.69,95.2,122.84,46.61,34.96,75.93,30.51,79.41,34.61,86.58,68.76,107.74,200.45,50.01,58.59,75.71,87.55,15399.65,153.6,0.14748072,0,0,80.52,122.52,0,0,87.34,22.961,119.65,59.62,67.15,0,25.55,0,158.69,74.69,0,173.78,23.875,91.63,54.3,38.78,0,95.2,122.84,46.61,34.96,75.93,30.51,79.41,34.61,86.58,68.76,107.74,200.45,50.01,0,75.71,87.55,30
"1150",2013-10-21,174.399994,NA,521.362,80.4,121.47,14.52,51.03,87.7,22.93,119.82,59.46,67.61,41.36,26.14,35.5,159.77,74.62,NA,172.86,24.135,91.2,54.27,38.82,54.01,94.59,123.25,46.51,34.99,76.09,30.4,78.97,35.22,86.76,68.2,107.62,200.04,50.58,58.38,75.15,87.23,15392.2,153.53,0.14748072,0,0,80.4,121.47,0,0,87.7,22.93,119.82,59.46,67.61,0,26.14,0,159.77,74.62,0,172.86,24.135,91.2,54.27,38.82,0,94.59,123.25,46.51,34.99,76.09,30.4,78.97,35.22,86.76,68.2,107.62,200.04,50.58,0,75.15,87.23,30
"1151",2013-10-22,175.410004,NA,519.867,80.87,122.48,14.52,50.76,89.17,22.65,120.64,60.17,69,41.55,26.02,35.41,159.25,74.86,NA,174.97,24.071,92.36,53.62,39.09,54.73,95.12,123.8,46.47,34.58,75.96,30.68,80.38,35.23,86.71,68.86,106.13,199.98,51.14,58.69,76.32,87.98,15467.66,154.25,0.14748072,0,0,80.87,122.48,0,0,89.17,22.65,120.64,60.17,69,0,26.02,0,159.25,74.86,0,174.97,24.071,92.36,53.62,39.09,0,95.12,123.8,46.47,34.58,75.96,30.68,80.38,35.23,86.71,68.86,106.13,199.98,51.14,0,76.32,87.98,30
"1152",2013-10-23,174.570007,NA,524.96,80.63,129.02,14.21,50.19,83.76,22.255,120.13,60.22,68.12,41.04,25.7,35.05,157.74,75.08,NA,175.77,23.735,92.1,52.75,39.09,54.42,94.21,123.2,46.56,33.76,75.56,30.6,80.91,35.279,86.28,68.01,106.39,198.89,50.82,58.79,75.9,87.61,15413.33,153.82,0.14748072,0,0,80.63,129.02,0,0,83.76,22.255,120.13,60.22,68.12,0,25.7,0,157.74,75.08,0,175.77,23.735,92.1,52.75,39.09,0,94.21,123.2,46.56,33.76,75.56,30.6,80.91,35.279,86.28,68.01,106.39,198.89,50.82,0,75.9,87.61,30
"1153",2013-10-24,175.149994,NA,531.91,80.9,128.98,14.17,50.15,84.53,22.375,120.56,61.38,69.05,40.62,25.94,35.63,159.96,76.78,NA,177.8,23.78,92.35,52.48,38.8,54.61,94.68,123.49,46.22,33.72,75.51,30.61,80.61,34.63,87.03,67.61,107.06,202.91,50.42,59.25,76.42,88.42,15509.21,154.8,0.14748072,0,0,80.9,128.98,0,0,84.53,22.375,120.56,61.38,69.05,0,25.94,0,159.96,76.78,0,177.8,23.78,92.35,52.48,38.8,0,94.68,123.49,46.22,33.72,75.51,30.61,80.61,34.63,87.03,67.61,107.06,202.91,50.42,0,76.42,88.42,30
"1154",2013-10-25,175.949997,NA,525.958,82.61,131.19,14.26,50.06,84.77,22.455,120.59,61.9,69.26,39.52,25.88,35.59,162.09,76.25,NA,176.85,24.235,92.09,52.77,39.03,54.96,94.78,124.42,46.54,35.73,75.7,30.61,80,35.19,86.63,67.62,107.52,203.06,50.71,59.19,76.08,87.97,15570.28,155.45,0.14748072,0,0,82.61,131.19,0,0,84.77,22.455,120.59,61.9,69.26,0,25.88,0,162.09,76.25,0,176.85,24.235,92.09,52.77,39.03,0,94.78,124.42,46.54,35.73,75.7,30.61,80,35.19,86.63,67.62,107.52,203.06,50.71,0,76.08,87.97,30
"1155",2013-10-28,176.229996,NA,529.876,82.76,129.88,14.23,50.15,84.28,22.55,120.91,61.56,69,39.11,26.09,35.8,161.45,76.06,NA,177.35,24.36,92.39,52.68,39.61,55.51,95.37,124.92,45.35,35.57,75.51,30.74,81.3,35.57,87.11,66.94,105.99,203.08,50.57,59.41,77.14,88.23,15568.93,155.37,0.14748072,0,0,82.76,129.88,0,0,84.28,22.55,120.91,61.56,69,0,26.09,0,161.45,76.06,0,177.35,24.36,92.39,52.68,39.61,0,95.37,124.92,45.35,35.57,75.51,30.74,81.3,35.57,87.11,66.94,105.99,203.08,50.57,0,77.14,88.23,30
"1156",2013-10-29,177.169998,NA,516.678,83.66,129.66,14.15,50.22,84.07,22.825,121.5,61.48,68.92,39.46,26.21,36.06,162.11,77.5,NA,182.12,24.523,93.14,52.73,39.8,55.79,96.05,125.28,45.58,35.52,75.91,31.25,82.46,36.27,87.28,68.08,106.42,204.24,51.09,59.76,77.06,88.93,15680.35,156.5,0.14748072,0,0,83.66,129.66,0,0,84.07,22.825,121.5,61.48,68.92,0,26.21,0,162.11,77.5,0,182.12,24.523,93.14,52.73,39.8,0,96.05,125.28,45.58,35.52,75.91,31.25,82.46,36.27,87.28,68.08,106.42,204.24,51.09,0,77.06,88.93,30
"1157",2013-10-30,176.289993,NA,524.896,83.1,129.68,14.17,49.89,83.49,22.705,120.3,61.02,68.47,39.26,26.37,37.23,162.05,77.88,NA,180.15,24.495,92.79,52.6,39.62,55.44,96.03,124.79,45.24,35.54,76.13,30.93,81.52,36.26,86.9,68.01,105.95,203.82,50.53,59.12,76.91,88.81,15618.76,155.87,0.14748072,0,0,83.1,129.68,0,0,83.49,22.705,120.3,61.02,68.47,0,26.37,0,162.05,77.88,0,180.15,24.495,92.79,52.6,39.62,0,96.03,124.79,45.24,35.54,76.13,30.93,81.52,36.26,86.9,68.01,105.95,203.82,50.53,0,76.91,88.81,30
"1158",2013-10-31,175.789993,NA,522.702,81.8,130.5,13.97,48.78,83.36,22.56,119.96,61.2,68.59,39.47,26.14,36.95,160.86,77.89,NA,179.21,24.47,92.61,51.54,39.57,54.375,96.52,125.85,45.09,35.405,75.76,30.685,80.75,36.2,86.3,68.26,106.25,196.67,50.51,59.24,76.75,89.62,15545.75,155.29,0.14748072,0,0,81.8,130.5,0,0,83.36,22.56,119.96,61.2,68.59,0,26.14,0,160.86,77.89,0,179.21,24.47,92.61,51.54,39.57,0,96.52,125.85,45.09,35.405,75.76,30.685,80.75,36.2,86.3,68.26,106.25,196.67,50.51,0,76.75,89.62,30
"1159",2013-11-01,176.210007,NA,520.03,82.16,133.03,14.02,48.74,83.59,22.565,118.01,61.09,69.01,38.95,26.54,37.39,162.05,76.99,NA,179.23,24.325,93.37,52.51,39.61,54.628,97.24,125.9,45.23,35.525,76.06,31.17,81.15,36.24,86.4,68.63,107.51,199.16,50.49,60.52,77.07,89.82,15615.55,155.86,0.14748072,0,0,82.16,133.03,0,0,83.59,22.565,118.01,61.09,69.01,0,26.54,0,162.05,76.99,0,179.23,24.325,93.37,52.51,39.61,0,97.24,125.9,45.23,35.525,76.06,31.17,81.15,36.24,86.4,68.63,107.51,199.16,50.49,0,77.07,89.82,30
"1160",2013-11-04,176.830002,NA,526.75,81.93,132.79,14.04,48.63,83.89,22.58,118.1,60.31,68.81,38.4,26.43,37.47,163.16,77,NA,180.27,24.255,93.03,52.04,39.51,54.58,97.31,126.32,45.72,35.94,76.37,31.26,81.33,36.45,86.6,68.95,107.98,196.42,51.08,60.15,77.33,92.1,15639.12,156.06,0.14748072,0,0,81.93,132.79,0,0,83.89,22.58,118.1,60.31,68.81,0,26.43,0,163.16,77,0,180.27,24.255,93.03,52.04,39.51,0,97.31,126.32,45.72,35.94,76.37,31.26,81.33,36.45,86.6,68.95,107.98,196.42,51.08,0,77.33,92.1,30
"1161",2013-11-05,176.270004,NA,525.449,81.9,133.57,13.93,48.38,84.05,23.065,118.45,60.3,68.85,38.72,26.42,37.09,161.95,76.65,NA,177.85,24.03,92.81,51.95,39.5,54.11,97.41,126.12,45.36,36.64,77.2,31.24,81.43,35.53,86.46,68.72,107.68,197.37,50.1,60.3,77.42,91.99,15618.22,155.89,0.14748072,0,0,81.9,133.57,0,0,84.05,23.065,118.45,60.3,68.85,0,26.42,0,161.95,76.65,0,177.85,24.03,92.81,51.95,39.5,0,97.41,126.12,45.36,36.64,77.2,31.24,81.43,35.53,86.46,68.72,107.68,197.37,50.1,0,77.42,91.99,30
"1162",2013-11-06,177.169998,NA,520.92,82.12,133.09,13.96,48.62,84.22,23.28,121.14,60.77,69,39.26,26.9,36.59,163.52,76.42,NA,179.19,24.245,93.04,52.1,40.05,54.37,97.9,127.13,45.96,38.18,76.76,30.97,82.81,35.82,87.49,70.29,108.67,199.02,50.61,59.84,78.16,93.22,15746.88,157.22,0.14748072,0,0,82.12,133.09,0,0,84.22,23.28,121.14,60.77,69,0,26.9,0,163.52,76.42,0,179.19,24.245,93.04,52.1,40.05,0,97.9,127.13,45.96,38.18,76.76,30.97,82.81,35.82,87.49,70.29,108.67,199.02,50.61,0,78.16,93.22,30
"1163",2013-11-07,174.929993,NA,512.492,80.92,131.51,13.8,48.35,83.65,23.11,119.91,60.85,67.15,38.67,26.6,35.92,159.64,75.69,NA,180,24.059,92.69,51.65,39.83,53.44,97.2,126.41,45.82,37.5,75.7,30.91,82.32,35.11,87.22,69.76,107.27,196.1,50.17,59.2,77.51,91.96,15593.98,155.85,0.14748072,0,0,80.92,131.51,0,0,83.65,23.11,119.91,60.85,67.15,0,26.6,0,159.64,75.69,0,180,24.059,92.69,51.65,39.83,0,97.2,126.41,45.82,37.5,75.7,30.91,82.32,35.11,87.22,69.76,107.27,196.1,50.17,0,77.51,91.96,30
"1164",2013-11-08,177.289993,NA,520.56,81.78,133.49,14.32,49.94,84.24,23.51,121.19,62,68.58,39.67,27.05,36.66,163.17,75.48,NA,179.99,24.09,94.05,53.96,40.05,52.73,97.01,127.99,46.8,37.78,77.12,31.32,82.51,35.17,87.8,70.5,108.55,198.29,50.2,59.7,77.96,92.73,15761.78,157.49,0.14748072,0,0,81.78,133.49,0,0,84.24,23.51,121.19,62,68.58,0,27.05,0,163.17,75.48,0,179.99,24.09,94.05,53.96,40.05,0,97.01,127.99,46.8,37.78,77.12,31.32,82.51,35.17,87.8,70.5,108.55,198.29,50.2,0,77.96,92.73,30
"1165",2013-11-11,177.320007,NA,519.048,81.4,132.53,14.4,50.17,84.15,23.445,121.08,62.09,68.34,39.66,27.01,36.68,163.84,75.37,NA,182.88,24.169,94.29,54.1,39.87,52.38,97.09,127.95,47,37.59,77.16,31.24,82.26,35.03,87.97,70.5,108.08,199.27,49.96,59.45,79.01,92.96,15783.1,157.61,0.14748072,0,0,81.4,132.53,0,0,84.15,23.445,121.08,62.09,68.34,0,27.01,0,163.84,75.37,0,182.88,24.169,94.29,54.1,39.87,0,97.09,127.95,47,37.59,77.16,31.24,82.26,35.03,87.97,70.5,108.08,199.27,49.96,0,79.01,92.96,30
"1166",2013-11-12,176.960007,NA,520.01,81.03,132.33,14.32,49.52,83.85,23.73,120,62.05,67.77,39.34,27.05,36.66,162.89,76.18,NA,183.07,24.43,93.56,53.97,39.88,51.96,97.66,128.36,47.59,37.36,76.87,31.38,82.8,35.17,86.44,69.95,107.45,198.27,50.16,59.48,78.71,92.67,15750.67,157.37,0.14748072,0,0,81.03,132.33,0,0,83.85,23.73,120,62.05,67.77,0,27.05,0,162.89,76.18,0,183.07,24.43,93.56,53.97,39.88,0,97.66,128.36,47.59,37.36,76.87,31.38,82.8,35.17,86.44,69.95,107.45,198.27,50.16,0,78.71,92.67,30
"1167",2013-11-13,178.380005,NA,520.634,81.44,133.17,14.64,49.99,84.2,23.995,120.09,60.94,68.97,39.6,27.15,38.44,162.94,77.6,NA,183.55,24.6,93.34,54.14,40.12,52.515,98.11,128.59,47.34,38.155,77.85,31.87,83.5,35.07,87.22,71.01,107.46,199.78,49.99,60.59,78.9,92.59,15821.63,158.06,0.14748072,0,0,81.44,133.17,0,0,84.2,23.995,120.09,60.94,68.97,0,27.15,0,162.94,77.6,0,183.55,24.6,93.34,54.14,40.12,0,98.11,128.59,47.34,38.155,77.85,31.87,83.5,35.07,87.22,71.01,107.46,199.78,49.99,0,78.9,92.59,30
"1168",2013-11-14,179.270004,NA,528.16,81.89,135.09,14.795,50.21,83.76,21.365,119.56,61.79,70.02,40.1,26.99,38.5,163.2,78.94,NA,182.21,24.385,93.92,54.4,40.21,53.02,97.56,129.79,47.82,38.021,78.64,32,84.32,35.16,88.25,71.44,108.69,200.15,50.27,60.12,79.08,93.22,15876.22,158.73,0.14748072,0,0,81.89,135.09,0,0,83.76,21.365,119.56,61.79,70.02,0,26.99,0,163.2,78.94,0,182.21,24.385,93.92,54.4,40.21,0,97.56,129.79,47.82,38.021,78.64,32,84.32,35.16,88.25,71.44,108.69,200.15,50.27,0,79.08,93.22,30
"1169",2013-11-15,180.050003,NA,524.991,82.8,136.08,14.92,50.4,83.74,21.535,120.06,62.11,70,40.23,27.2,38.77,164.4,80.03,NA,183.19,24.52,94.39,54.87,40.22,53.05,96.92,129.85,48.07,37.841,79.22,32.2,84.84,35.43,88.67,71.87,108.59,202,50.31,60.28,79.22,95.27,15961.7,159.3,0.14748072,0,0,82.8,136.08,0,0,83.74,21.535,120.06,62.11,70,0,27.2,0,164.4,80.03,0,183.19,24.52,94.39,54.87,40.22,0,96.92,129.85,48.07,37.841,79.22,32.2,84.84,35.43,88.67,71.87,108.59,202,50.31,0,79.22,95.27,30
"1170",2013-11-18,179.419998,NA,518.629,82.34,138.36,14.92,50.79,84.04,21.29,120.56,61.7,69.5,39.87,27.22,38.57,165.68,79.67,NA,184.47,24.6,94.3,55.74,40.17,52.94,97.65,130.13,48.01,37.2,78.58,32.01,84.57,35.6,88.18,71.68,109.13,199.9,50.76,60.12,79.22,95.45,15976.02,159.44,0.14748072,0,0,82.34,138.36,0,0,84.04,21.29,120.56,61.7,69.5,0,27.22,0,165.68,79.67,0,184.47,24.6,94.3,55.74,40.17,0,97.65,130.13,48.01,37.2,78.58,32.01,84.57,35.6,88.18,71.68,109.13,199.9,50.76,0,79.22,95.45,30
"1171",2013-11-19,179.029999,NA,519.55,82.46,136.98,15.2,51.17,83.67,21.42,122.06,61.49,69.12,39.7,27.03,38.01,166.6,80.38,NA,185.25,24.7,94.86,56.15,40.14,52.87,97.98,130.05,48.07,36.74,77.81,31.66,84.34,35.72,88.09,71.61,109.1,197.39,50.78,58.59,79.25,95.42,15967.03,159.33,0.14748072,0,0,82.46,136.98,0,0,83.67,21.42,122.06,61.49,69.12,0,27.03,0,166.6,80.38,0,185.25,24.7,94.86,56.15,40.14,0,97.98,130.05,48.07,36.74,77.81,31.66,84.34,35.72,88.09,71.61,109.1,197.39,50.78,0,79.25,95.42,30
"1172",2013-11-20,178.470001,NA,515,82.25,132.45,15.14,50.77,82.68,21.23,122,60.79,69.23,39.26,26.96,37.69,165,79.75,NA,185.19,24.56,95.15,56.1,40.06,52.59,97.54,129.18,48.13,37.08,77.84,31.92,84.69,35.4,87.93,71.98,108.83,198.12,50.4,59.4,78.9,94.68,15900.82,158.77,0.14748072,0,0,82.25,132.45,0,0,82.68,21.23,122,60.79,69.23,0,26.96,0,165,79.75,0,185.19,24.56,95.15,56.1,40.06,0,97.54,129.18,48.13,37.08,77.84,31.92,84.69,35.4,87.93,71.98,108.83,198.12,50.4,0,78.9,94.68,30
"1173",2013-11-21,179.910004,NA,521.136,83.95,132.93,15.59,51.73,82.12,21.47,123.46,61.6,69.94,39.63,26.91,38.12,167.07,79.83,NA,184.13,25.23,95.2,57.22,40.43,52.5,97.7,130.35,48.62,37.4,78.09,31.97,84.67,35.3,89.22,72.91,109.77,201.61,50.38,60.25,78.86,94.69,16009.99,159.86,0.14748072,0,0,83.95,132.93,0,0,82.12,21.47,123.46,61.6,69.94,0,26.91,0,167.07,79.83,0,184.13,25.23,95.2,57.22,40.43,0,97.7,130.35,48.62,37.4,78.09,31.97,84.67,35.3,89.22,72.91,109.77,201.61,50.38,0,78.86,94.69,30
"1174",2013-11-22,180.809998,NA,519.8,83.85,135.97,15.64,52.41,82.88,21.46,124.03,61.7,70.2,39.66,27.08,37.63,168.1,79.18,NA,181.3,23.87,95.25,57.46,40.43,52.72,98.27,131.02,48.94,37.57,78.87,32.12,84.95,35.42,90.52,73.74,110.2,202.12,50.22,60.5,79.81,95.01,16064.77,160.4,0.14748072,0,0,83.85,135.97,0,0,82.88,21.46,124.03,61.7,70.2,0,27.08,0,168.1,79.18,0,181.3,23.87,95.25,57.46,40.43,0,98.27,131.02,48.94,37.57,78.87,32.12,84.95,35.42,90.52,73.74,110.2,202.12,50.22,0,79.81,95.01,30
"1175",2013-11-25,180.630005,NA,523.74,84.59,133,15.81,53.29,84.4,21.27,123.74,61.58,69.74,39.01,26.73,37.55,169.48,79.75,NA,178.94,23.75,95.63,57.65,40.37,52.68,98.92,131.23,49.66,37.64,79.13,32.14,85.41,35.37,90.79,74.07,110.31,201.93,50.01,59.89,80.43,95.09,16072.54,160.61,0.14748072,0,0,84.59,133,0,0,84.4,21.27,123.74,61.58,69.74,0,26.73,0,169.48,79.75,0,178.94,23.75,95.63,57.65,40.37,0,98.92,131.23,49.66,37.64,79.13,32.14,85.41,35.37,90.79,74.07,110.31,201.93,50.01,0,80.43,95.09,30
